,R_INTERNATIONAL_MIG_2019,Unemployment_rate_2020,PCT_COLL_4_2015_19,PCT_COLL_1TO3_2000,PCT_HSD_Only_2000,R_NET_MIG_2019,Med_HH_Income_Percent_of_State_Total_2019,GQ_ESTIMATES_2019,N_POP_CHG_2019,INTERNATIONAL_MIG_2019,NET_MIG_2019,HSD_Only_2000,DOMESTIC_MIG_2019,RESIDUAL_2019,Deaths_2019,COLL_4_2000,POP_ESTIMATE_2019,LT_HSD_2015_19,COLL_1TO3_2000,Unemployed_2020,NATURAL_INC_2019,GQ_ESTIMATES_BASE_2010,Employed_2020,LT_HSD_2000,COLL_4_2015_19,HSD_Only_2015_19,COLL_1TO3_2015_19,Civilian_labor_force_2020,CENSUS_2010_POP,PCT_LT_HSD_2000,R_birth_2019,PCT_COLL_1TO3_2015_19,PCT_COLL_4_2000,Economic_typology_2015,R_death_2019,county_name,state_code
239152,-0.2,6.1,28.8,28.9,33.5,3.3,100.8,"3,140",318,-23,343,"19,459",366,-2.0,947,"12,672","103,868","6,236","16,818","3,416",-23,"2,709","52,906","9,204","19,601","21,302","20,945","56,322","102,228",15.8,8.9,30.8,21.8,3.0,9.1,Walworth County,WI
41770,0.7,4.8,22.6,31.9,38.0,-3.8,77.7,110,-49,7,-38,"2,949",-45,0.0,109,"1,105","9,846",523,"2,477",279,-11,110,"5,493","1,237","1,610","2,336","2,670","5,772","10,266",15.9,9.9,37.4,14.2,1.0,11.0,Jackson County,MN
333339,0.0,6.5,20.5,28.4,33.8,53.9,117.1,"1,270","7,875",-4,"7,120","15,169","7,124",15.0,"1,056","5,521","136,154","11,305","12,732","4,377",740,"1,336","62,886","11,437","16,305","25,708","26,111","67,263","103,350",25.5,13.6,32.9,12.3,0.0,8.0,Kaufman County,TX
130026,1.9,4.8,51.3,25.9,23.5,-0.6,120.8,"10,040",203,317,-93,"21,784",-410,-3.0,"1,151","38,138","163,774","6,032","24,036","4,451",299,"9,795","88,659","8,693","54,980","20,348","25,765","93,110","156,545",9.4,8.9,24.1,41.2,0.0,7.0,Chittenden County,VT
3727,1.4,8.6,27.8,30.4,31.9,-2.6,85.1,"3,511",-389,216,-392,"33,998",-608,-5.0,"1,688","20,930","153,401","11,107","32,478","6,289",8,"3,531","66,476","19,284","29,919","30,220","36,383","72,765","156,813",18.1,11.0,33.8,19.6,3.0,11.0,Berrien County,MI
257591,0.2,7.8,19.3,35.6,33.0,16.2,91.2,"1,175","2,298",21,"2,087","22,280","2,066",9.0,"1,310","9,039","129,749","9,145","24,034","4,568",202,"1,227","54,251","12,252","16,746","25,202","35,757","58,819","116,672",18.1,11.8,41.2,13.4,3.0,10.2,Linn County,OR
36019,-0.1,7.2,10.7,15.1,37.1,11.0,80.2,151,183,-2,255,"5,279",257,2.0,296,"1,110","23,320","3,553","2,147",687,-74,151,"8,793","5,674","1,774","7,126","4,181","9,480","22,657",39.9,9.6,25.1,7.8,0.0,12.7,Grainger County,TN
295167,0.2,5.0,14.0,19.8,41.5,6.4,87.6,394,63,2,74,"3,396",72,2.0,140,809,"11,551","1,208","1,616",286,-13,394,"5,464","2,361","1,143","3,659","2,171","5,750","12,236",28.9,11.0,26.5,9.9,0.0,12.2,Montgomery County,MO
52865,1.3,4.4,30.4,28.9,29.5,12.7,110.1,"2,322","4,400",372,"3,770","41,852","3,398",-6.0,"2,555","34,965","298,750","20,798","41,119","6,557",636,"2,320","143,882","24,147","60,822","56,402","62,247","150,439","262,391",17.0,10.8,31.1,24.6,0.0,8.6,Lexington County,SC
302221,-0.1,4.2,18.7,28.7,42.3,-7.4,89.9,88,-77,-1,-66,"2,980",-65,0.0,114,"1,031","8,888",415,"2,021",226,-11,142,"5,107","1,016","1,176","2,502","2,211","5,333","9,336",14.4,11.5,35.1,14.6,1.0,12.8,Greene County,IA
53095,0.7,5.7,34.1,26.2,34.4,8.6,100.2,957,253,41,473,"12,539",432,-3.0,665,"9,878","54,987","2,468","9,543","1,589",-217,"1,176","26,059","4,456","14,158","12,804","12,142","27,648","54,418",12.2,8.2,29.2,27.1,5.0,12.1,Hancock County,ME
101249,0.6,5.8,35.5,26.2,43.9,15.3,156.0,"2,673","1,206",36,895,"11,654",859,1.0,379,"4,226","58,988","2,510","6,949","1,706",310,"2,932","27,702","3,705","13,579","12,243","9,889","29,408","52,300",14.0,11.8,25.9,15.9,3.0,6.5,Union County,OH
103786,0.7,7.1,14.5,23.3,36.8,1.2,77.7,189,-90,11,20,"4,270",9,-1.0,250,"1,333","16,545","1,820","2,708",409,-109,189,"5,349","3,291","1,777","5,213","3,425","5,758","17,295",28.4,8.5,28.0,11.5,0.0,15.1,Van Buren County,AR
259318,1.0,5.2,38.9,33.2,29.6,4.9,155.5,"5,450","3,242",387,"1,954","52,862","1,567",-13.0,"2,988","47,006","402,022","13,953","59,239","11,735","1,301","5,426","212,786","19,391","104,074","65,883","83,888","224,521","360,485",10.9,10.7,31.3,26.3,0.0,7.5,St. Charles County,MO
142593,0.0,11.3,39.6,37.3,25.6,18.9,97.0,49,131,0,117,898,117,2.0,24,"1,092","6,243",76,"1,306",454,12,49,"3,562",205,"1,948","1,055","1,844","4,016","5,441",5.9,5.8,37.5,31.2,5.0,3.9,Gilpin County,CO
164661,3.7,16.2,29.2,34.1,29.7,0.5,87.2,"1,179",125,269,39,"11,546",-230,-4.0,704,"7,551","72,293","3,842","13,271","5,719",90,"1,161","29,618","6,504","14,909","15,313","16,988","35,337","67,091",16.7,11.0,33.3,19.4,5.0,9.7,Kauai County,HI
89509,0.3,5.1,22.2,26.7,38.5,-4.7,84.4,"1,134",-117,8,-117,"6,724",-125,-1.0,275,"2,891","25,008","1,124","4,663",731,1,"1,111","13,539","3,207","3,846","6,267","6,102","14,270","25,893",18.3,11.0,35.2,16.5,0.0,11.0,Brown County,MN
339686,-0.6,5.4,29.9,39.1,26.2,25.3,73.8,264,209,-5,197,"1,008",202,-1.0,66,811,"7,886",400,"1,501",206,13,100,"3,629",522,"1,591","1,161","2,173","3,835","7,125",13.6,10.2,40.8,21.1,5.0,8.5,Kane County,UT
180622,0.8,8.0,32.5,26.7,30.0,-3.0,89.0,"11,625",-845,148,-529,"36,156",-677,-6.0,"1,743","30,137","177,573","12,059","32,265","6,901",-310,"11,773","79,285","22,112","42,247","38,710","37,174","86,186","182,493",18.3,8.1,28.6,25.0,5.0,9.8,Ulster County,NY
233616,2.9,6.2,62.1,25.3,15.1,2.8,114.6,"10,339","1,560",938,896,"28,064",-42,-10.0,"1,935","97,499","326,196","10,596","47,159","11,887",674,"8,949","180,992","13,404","132,071","24,916","45,172","192,879","294,567",7.2,8.0,21.2,52.4,0.0,5.9,Boulder County,CO
162582,0.6,5.1,20.7,29.4,37.8,-7.7,81.9,163,-60,5,-63,"2,386",-68,1.0,86,749,"8,194",583,"1,861",245,2,163,"4,589","1,324","1,239","2,168","1,982","4,834","8,725",20.9,10.7,33.2,11.9,1.0,10.5,Murray County,MN
129795,0.6,4.6,42.8,29.2,21.9,13.4,132.5,"8,940","5,905",230,"4,951","39,591","4,721",17.0,"3,305","61,814","372,909","20,562","52,676","8,668",937,"8,042","178,579","26,308","105,935","51,126","70,137","187,247","334,811",14.6,11.5,28.3,34.3,4.0,8.9,Madison County,AL
235920,0.7,5.4,32.9,25.8,37.2,-3.3,90.8,"3,125",-78,50,-233,"14,952",-283,0.0,503,"9,378","70,772","2,766","10,374","2,016",155,"3,509","35,475","5,439","14,932","14,471","13,181","37,491","70,019",13.5,9.3,29.1,23.4,0.0,7.1,Portage County,WI
315606,1.8,7.5,27.2,24.4,34.4,3.6,62.7,"4,876",565,185,371,"18,396",186,-4.0,"1,066","11,718","103,609","8,250","13,068","3,681",198,"4,403","45,722","10,339","17,576","20,843","17,887","49,403","98,733",19.3,12.2,27.7,21.9,0.0,10.3,Wicomico County,MD
45716,0.4,5.8,19.6,31.2,35.1,-7.5,80.7,150,-57,4,-70,"2,929",-74,-1.0,98,"1,169","9,266",626,"2,603",282,14,150,"4,599","1,635","1,301","2,175","2,550","4,881","9,783",19.6,12.1,38.3,14.0,1.0,10.5,Swift County,MN
35695,0.2,3.4,17.1,25.5,44.8,5.5,86.1,112,25,1,30,"2,106",29,-2.0,63,578,"5,496",424,"1,198",103,-3,136,"2,908",822,688,"1,495","1,423","3,011","6,119",17.5,10.9,35.3,12.3,1.0,11.5,Audubon County,IA
183138,0.2,8.5,12.7,14.4,33.2,-3.5,59.0,"2,599",-82,2,-39,"2,954",-41,0.0,129,890,"11,159","1,651","1,282",321,-43,"2,593","3,450","3,773","1,069","3,568","2,107","3,771","12,087",42.4,7.7,25.1,10.0,4.0,11.5,Sussex County,VA
187525,0.4,4.3,13.9,26.5,32.0,5.0,98.3,"1,027",350,34,414,"16,584",380,-4.0,"1,050","6,162","83,768","10,648","13,719","1,650",-60,"1,056","36,660","15,322","8,004","19,668","19,406","38,310","80,406",29.6,11.8,33.6,11.9,0.0,12.6,Cullman County,AL
229499,0.6,7.8,15.9,24.2,36.7,0.4,89.3,"1,340",-30,13,8,"5,953",-5,-3.0,245,"1,343","22,604","3,269","3,918",752,-35,"1,368","8,869","4,998","2,664","5,619","5,163","9,621","23,719",30.8,9.3,30.9,8.3,4.0,10.8,Caswell County,NC
137977,0.8,6.2,25.0,31.6,34.7,-0.1,82.3,458,34,26,-5,"6,874",-31,-1.0,373,"3,316","34,423","1,599","6,258","1,173",40,458,"17,644","3,386","5,816","7,354","8,524","18,817","32,504",17.1,12.0,36.6,16.7,5.0,10.8,Becker County,MN
6730,2.1,6.7,30.0,31.7,29.1,5.2,98.5,"20,537","9,103","2,008","4,941","145,209","2,933",4.0,"8,855","109,473","957,755","65,245","158,584","32,633","4,158","19,985","452,481","86,336","192,175","177,939","204,275","485,114","864,263",17.3,13.7,31.9,21.9,0.0,9.3,Duval County,FL
288975,0.6,4.1,39.8,38.3,24.7,9.2,132.7,"1,263","3,134",107,"1,714","18,236","1,607",-1.0,"1,069","22,325","187,196","5,233","28,276","3,943","1,421","1,277","92,833","4,967","46,108","25,175","39,399","96,776","158,840",6.7,13.4,34.0,30.2,0.0,5.8,Sarpy County,NE
53326,0.0,7.0,29.2,30.0,35.0,1.7,117.4,"2,810",162,-2,74,"7,531",76,-2.0,290,"5,307","42,754","1,287","6,466","1,725",90,"2,766","23,054","2,238","7,690","8,459","8,935","24,779","41,019",10.4,8.9,33.9,24.6,4.0,6.8,Pierce County,WI
130256,-0.5,3.0,23.8,30.5,35.7,-10.3,85.1,260,-86,-5,-96,"2,314",-91,0.0,94,996,"9,315",428,"1,976",176,10,260,"5,632","1,199","1,511","2,099","2,321","5,808","9,687",18.5,11.1,36.5,15.4,1.0,10.0,Rock County,MN
6498,-0.1,4.5,18.3,27.7,34.9,38.1,99.1,"3,249","1,326",-2,"1,261","5,316","1,263",12.0,276,"2,393","33,739","2,865","4,216",669,53,"3,428","14,216","3,286","4,278","8,451","7,749","14,885","30,776",21.6,9.9,33.2,15.7,4.0,8.3,Wakulla County,FL
165352,0.0,6.1,24.8,23.3,41.0,13.0,86.9,"1,104",284,-1,390,"7,901",391,-2.0,341,"4,021","30,199","1,605","4,493",839,-104,"1,110","12,956","2,845","5,352","8,210","6,422","13,795","30,768",14.8,7.9,29.7,20.9,5.0,11.3,Franklin County,ME
304744,-0.2,13.8,32.8,23.5,36.3,1.8,77.6,"2,592",-407,-15,166,"26,475",181,-8.0,"1,299","16,048","92,039","5,217","17,145","6,286",-565,"2,628","39,206","13,210","22,910","22,350","19,331","45,492","97,265",18.1,8.0,27.7,22.0,5.0,14.1,Cape May County,NJ
36456,0.3,6.1,20.2,25.4,43.0,2.9,117.3,108,106,6,65,"5,419",59,0.0,211,"1,512","22,747","1,554","3,203",718,41,108,"11,034","2,466","3,100","5,623","5,092","11,752","21,421",19.6,11.1,33.1,12.0,3.0,9.3,Anderson County,KY
103552,-0.2,5.8,31.7,26.7,32.6,-0.1,131.5,"2,685",706,-25,-23,"31,834",2,-6.0,"1,501","22,375","166,998","11,406","26,058","4,985",735,"2,332","81,077","17,460","35,671","32,272","33,180","86,062","159,720",17.9,13.4,29.5,22.9,0.0,9.0,Kenton County,KY
168712,1.3,8.4,24.6,24.8,23.1,-6.5,73.7,"1,587",-42,41,-200,"4,126",-241,1.0,245,"3,650","30,680","3,703","4,435","1,125",157,"1,974","12,277","5,685","4,228","4,584","4,668","13,402","32,061",31.8,13.1,27.2,20.4,4.0,8.0,Kleberg County,TX
130487,0.7,5.7,43.6,27.8,22.4,-2.2,112.9,"12,826",726,242,-701,"37,448",-943,-9.0,"2,405","59,615","323,152","18,266","46,420","9,879","1,436","12,804","162,405","23,752","90,867","40,802","58,237","172,284","295,803",14.2,11.9,28.0,35.6,4.0,7.5,Fayette County,KY
209175,0.2,5.4,18.8,19.5,36.4,38.7,80.2,"1,763",449,2,460,"2,983",458,6.0,111,"1,018","12,125","1,764","1,598",252,-17,"1,828","4,429","2,603","1,712","3,154","2,493","4,681","11,549",31.7,7.9,27.3,12.4,4.0,9.3,Franklin County,FL
271815,1.2,7.7,32.4,33.4,23.3,9.6,90.5,"24,751","10,725","1,204","10,005","127,343","8,801",28.0,"10,199","146,108","1,047,279","79,892","182,266","38,308",692,"24,139","457,683","90,483","222,733","153,022","232,157","495,991","980,263",16.6,10.5,33.8,26.7,0.0,9.8,Pima County,AZ
320341,0.5,7.9,18.4,25.7,40.0,0.6,94.0,"6,212",-4,64,80,"35,800",16,-8.0,"1,445","12,870","129,569","10,441","23,007","4,621",-76,"6,277","54,137","17,781","16,578","35,520","27,541","58,758","131,636",19.9,10.6,30.6,14.4,0.0,11.2,Madison County,IN
169638,0.3,4.2,18.9,31.6,42.1,11.0,89.7,31,81,2,67,"1,616",65,0.0,63,449,"6,125",258,"1,214",129,14,31,"2,946",558,750,"1,527","1,441","3,075","5,986",14.5,12.7,36.2,11.7,5.0,10.4,Bear Lake County,ID
269670,0.5,5.7,14.5,29.0,34.6,-4.2,76.3,970,-192,15,-131,"7,436",-146,0.0,470,"2,622","31,127","3,010","6,229",818,-61,968,"13,581","5,223","2,977","7,444","7,068","14,399","31,848",24.3,13.1,34.5,12.2,0.0,15.1,Ottawa County,OK
138206,1.0,7.8,25.8,30.4,28.2,3.8,75.9,"6,728","1,600",204,748,"32,127",544,0.0,"1,922","23,180","195,769","15,197","34,694","6,049",852,"7,677","71,209","24,044","32,751","34,791","44,402","77,258","189,885",21.1,14.2,34.9,20.3,0.0,9.9,Muscogee County,GA
141900,-0.1,6.0,12.6,23.1,32.9,2.8,82.0,"1,829",54,-2,57,"4,594",59,0.0,232,"1,654","20,160","2,768","3,233",558,-3,"1,790","8,695","4,488","1,811","5,625","4,181","9,253","20,097",32.1,11.4,29.1,11.8,0.0,11.5,DeWitt County,TX
260705,-0.1,10.4,18.7,23.7,44.3,-0.6,81.7,"3,807",-565,-17,-115,"67,818",-98,-12.0,"2,477","22,132","197,974","15,208","36,300","8,857",-438,"3,821","76,338","26,794","26,841","63,859","37,464","85,195","210,312",17.5,10.3,26.1,14.5,3.0,12.5,Trumbull County,OH
6269,1.9,7.6,49.3,22.5,27.3,4.0,145.5,"20,727","3,991","1,584","3,282","140,839","1,698",-62.0,"7,831","199,787","830,915","32,321","115,938","34,036",771,"21,018","412,925","59,307","285,240","136,438","124,804","446,961","799,874",11.5,10.4,21.6,38.7,0.0,9.4,Montgomery County,PA
229964,0.5,7.3,19.6,30.2,38.3,-5.1,74.8,836,-299,24,-228,"12,586",-252,0.0,547,"5,134","44,498","2,392","9,912","1,546",-71,835,"19,560","5,219","6,261","11,204","12,158","21,106","47,711",15.9,10.7,38.0,15.6,3.0,12.3,Stephenson County,IL
52173,0.4,5.6,21.0,23.8,33.8,1.6,53.1,36,24,3,13,"1,685",10,-2.0,73,717,"8,205",636,"1,186",227,13,36,"3,844","1,391","1,109","1,794","1,747","4,071","8,256",27.9,10.5,33.0,14.4,1.0,8.9,Conejos County,CO
207560,-0.1,7.4,25.2,23.0,34.3,-0.5,102.7,"3,277",-22,-2,-16,"6,351",-14,1.0,317,"3,564","30,060","2,580","4,258",922,-7,"2,301","11,618","4,318","5,038","6,710","5,698","12,540","28,432",23.4,10.3,28.5,19.3,0.0,10.5,Boyle County,KY
233384,1.9,5.3,26.0,23.8,30.8,13.5,93.9,"8,314","1,659",240,"1,699","20,542","1,459",7.0,"1,206","12,732","126,884","11,462","15,915","3,037",-47,"7,053","54,072","17,598","20,289","22,715","23,659","57,109","119,224",26.3,9.2,30.3,19.1,4.0,9.6,Pickens County,SC
333570,0.2,9.4,30.0,21.2,42.6,2.2,103.3,"5,478",-153,47,449,"60,590",402,-19.0,"2,509","26,726","206,865","10,225","30,141","9,871",-583,"5,925","95,218","24,661","44,756","55,609","38,374","105,089","207,820",17.4,9.3,25.8,18.8,0.0,12.1,Washington County,PA
90896,0.2,7.9,35.5,36.0,20.4,-8.9,108.3,"10,912","-4,307",97,"-4,437","62,559","-4,534",0.0,"4,379","87,493","494,336","40,280","110,275","19,300",130,"10,043","225,791","46,237","127,582","67,371","124,081","245,091","483,878",15.1,9.1,34.5,28.5,5.0,8.8,Sonoma County,CA
52404,0.0,4.3,14.9,27.8,37.2,-8.2,63.8,24,-19,0,-11,425,-11,0.0,18,164,"1,332",92,318,30,-8,25,663,236,163,407,434,693,"1,441",20.6,7.5,39.6,14.3,1.0,13.4,Wheeler County,OR
187295,1.9,8.2,32.3,30.8,29.9,1.6,93.4,"5,646",548,198,172,"14,643",-26,-2.0,729,"13,102","104,897","4,727","15,057","4,353",378,"6,673","48,678","6,110","19,856","15,289","21,524","53,031","105,160",12.5,10.6,35.1,26.8,4.0,7.0,DeKalb County,IL
339455,0.0,9.2,8.3,16.4,38.2,-14.8,77.7,"2,176",-364,-1,-382,"6,687",-381,0.0,265,"1,348","25,633","4,069","2,865",891,18,"2,734","8,846","6,607","1,465","8,064","4,154","9,737","27,815",37.7,11.0,23.4,7.7,0.0,10.3,Lauderdale County,TN
45947,0.4,5.3,33.5,26.2,35.1,10.3,99.7,502,235,15,356,"8,460",341,-3.0,425,"6,412","34,634","1,824","6,315",870,-118,498,"15,516","2,907","8,811","9,050","6,636","16,386","34,457",12.1,8.9,25.2,26.6,5.0,12.3,Lincoln County,ME
184752,4.1,9.8,39.9,25.3,28.1,-1.0,97.1,"19,195",851,"3,236",-811,"136,744","-4,047",3.0,"6,946","152,225","789,034","58,243","123,167","40,585","1,659","16,472","374,075","74,967","216,380","136,027","132,312","414,660","743,159",15.4,10.9,24.4,31.3,0.0,8.8,Essex County,MA
229729,0.5,8.8,8.6,18.0,34.5,18.9,51.2,"1,301",89,4,159,"2,281",155,1.0,120,646,"8,457","1,703","1,192",223,-71,"1,471","2,309","2,499",567,"2,841","1,479","2,532","9,429",37.8,5.8,22.4,9.8,4.0,14.3,Hancock County,GA
162812,5.3,10.3,52.8,25.4,27.8,10.4,112.1,56,201,60,117,"1,937",57,0.0,57,"2,681","11,399",358,"1,775",791,84,58,"6,873",583,"4,328","1,625","1,881","7,664","10,172",8.4,12.5,23.0,38.4,5.0,5.0,Nantucket County,MA
36227,3.5,7.7,31.5,26.3,21.7,-5.8,96.5,"31,478","6,166","9,242","-15,147","295,823","-24,389",-14.0,"17,047","368,149","2,635,516","344,888","359,780","103,841","21,327","30,398","1,251,192","342,096","525,525","377,558","421,593","1,355,033","2,368,139",25.0,14.6,25.3,27.0,0.0,6.5,Dallas County,TX
52635,0.1,8.9,13.4,21.5,36.1,0.3,80.6,218,-60,4,9,"7,962",5,-3.0,424,"2,107","32,244","4,026","4,731","1,220",-66,218,"12,426","7,243","3,012","8,844","6,615","13,646","33,140",32.9,11.1,29.4,9.6,3.0,13.1,Chester County,SC
142131,0.0,7.9,13.0,15.4,40.8,-4.3,82.7,219,-63,-1,-105,"6,293",-104,1.0,288,"1,302","24,549","3,411","2,382",739,41,219,"8,578","5,463","2,203","7,238","4,098","9,317","24,742",35.4,13.4,24.2,8.4,0.0,11.7,Lincoln County,KY
238925,2.4,4.7,59.3,25.6,19.8,17.2,186.9,"1,868","7,700",792,"5,754","23,023","4,962",5.0,"1,891","56,909","338,011","6,748","29,760","8,524","1,941","1,628","174,455","6,765","124,554","31,346","47,335","182,979","274,569",5.8,11.5,22.5,48.9,0.0,5.7,Hamilton County,IN
97824,-0.4,5.7,29.8,36.3,26.7,16.1,100.2,92,320,-7,300,"2,772",307,3.0,117,"3,140","18,845",327,"3,769",634,17,92,"10,480",690,"4,216","4,373","5,233","11,114","16,206",6.7,7.2,37.0,30.3,5.0,6.3,Park County,CO
97364,2.6,8.8,36.4,26.4,30.2,0.5,90.8,"28,101","1,568","2,155",412,"149,639","-1,743",-14.0,"7,345","133,505","830,622","52,592","130,698","37,924","1,170","27,045","394,081","82,026","206,929","157,828","151,168","432,005","798,552",16.5,10.3,26.6,26.9,0.0,8.9,Worcester County,MA
135016,0.0,5.9,39.8,25.4,33.8,15.9,108.0,0,125,0,114,"1,622",114,0.0,57,"1,198","7,235",376,"1,220",237,11,0,"3,766",756,"2,096","1,422","1,377","4,003","6,970",15.8,9.5,26.1,25.0,5.0,7.9,Grand Isle County,VT
316503,0.4,6.5,23.6,30.5,31.8,7.7,97.4,"4,055",360,15,295,"6,443",280,-5.0,257,"3,928","38,353","2,478","6,180",969,70,"4,772","13,928","3,721","6,203","8,895","8,754","14,897","35,725",18.4,8.6,33.2,19.4,4.0,6.7,Prince George County,VA
337473,1.2,6.7,23.8,29.0,32.2,18.7,80.6,316,584,44,666,"7,048",622,2.0,417,"3,543","35,858","2,820","6,343","1,033",-84,439,"14,416","4,974","6,246","8,136","9,033","15,449","33,922",22.7,9.4,34.4,16.2,5.0,11.7,Macon County,NC
180850,0.1,9.1,29.1,24.2,41.2,0.1,93.6,"6,976","-1,560",42,34,"108,512",-8,-28.0,"4,435","53,240","348,899","14,630","63,773","16,077","-1,566","7,962","160,646","38,068","75,789","96,195","73,815","176,723","365,169",14.4,8.2,28.3,20.2,0.0,12.7,Westmoreland County,PA
203171,5.3,8.9,31.5,26.1,21.6,-1.2,96.2,"48,227","33,280","24,889","-5,560","447,295","-30,449",75.0,"28,172","556,887","4,713,325","550,911","538,795","204,310","38,765","44,554","2,088,449","524,422","932,169","693,463","787,414","2,292,759","4,092,459",25.4,14.3,26.6,26.9,2.0,6.0,Harris County,TX
202015,0.3,5.9,21.1,19.4,44.2,-0.5,116.8,187,52,6,-12,"6,285",-18,0.0,211,"1,782","22,758","1,967","2,758",662,64,187,"10,608","3,393","3,287","6,609","3,683","11,270","23,087",23.9,12.1,23.7,12.5,0.0,9.3,Franklin County,IN
306359,-0.2,8.1,14.2,18.3,36.7,3.6,83.2,"1,135",231,-9,205,"12,570",214,-2.0,624,"4,044","57,300","7,606","6,269","2,039",28,832,"23,263","11,400","5,465","13,387","12,112","25,302","55,342",33.3,11.4,31.4,11.8,3.0,10.9,Cherokee County,SC
89971,1.0,6.8,23.0,29.4,38.3,6.2,101.3,270,299,30,178,"6,323",148,0.0,222,"2,784","28,887","1,184","4,851","1,094",121,270,"15,092","2,541","4,447","6,926","6,778","16,186","27,703",15.4,11.9,35.1,16.9,3.0,7.7,Le Sueur County,MN
294242,-0.1,6.2,23.0,22.9,42.1,5.1,102.1,"3,629",422,-5,314,"14,520",319,-3.0,630,"5,775","62,322","3,524","7,913","1,929",111,"3,485","29,315","6,277","9,280","16,081","11,530","31,244","60,921",18.2,11.9,28.5,16.7,3.0,10.1,Knox County,OH
140975,0.3,7.7,14.7,30.6,37.7,-11.5,78.5,253,-5,6,-230,"2,922",-236,1.0,128,986,"19,938","1,322","2,370",603,224,297,"7,179","1,474","1,726","4,326","4,405","7,782","18,607",19.0,17.7,37.4,12.7,2.0,6.4,Duchesne County,UT
46871,1.0,7.8,24.3,25.0,35.7,-2.3,80.2,"4,662",-277,117,-267,"25,420",-384,-2.0,"1,068","13,512","116,782","9,439","17,775","4,849",-8,"4,771","57,369","14,535","19,805","26,994","25,154","62,218","118,428",20.4,9.1,30.9,19.0,0.0,9.1,Windham County,CT
39228,-0.2,9.8,13.9,17.2,38.9,-6.7,108.0,"3,987",-182,-8,-219,"8,198",-211,-1.0,313,"2,018","32,511","4,689","3,639","1,374",38,"3,999","12,601","7,246","3,202","9,522","5,622","13,975","33,387",34.3,10.8,24.4,9.6,3.0,9.6,Iberville Parish,LA
236614,0.4,6.0,25.0,33.2,34.1,12.7,146.9,628,"3,013",66,"2,323","23,260","2,257",-4.0,"1,427","9,790","184,945","11,177","22,684","5,469",694,610,"85,029","12,568","29,253","34,159","42,256","90,498","161,252",18.4,11.6,36.2,14.3,0.0,7.8,DeSoto County,MS
261794,0.4,5.0,29.8,31.5,36.7,11.9,120.0,645,500,12,404,"6,766",392,0.0,294,"3,570","34,237",917,"5,803",888,96,645,"16,793","2,305","6,766","7,216","7,801","17,681","32,787",12.5,11.5,34.4,19.4,0.0,8.7,Miami County,KS
91816,1.4,6.1,11.1,17.9,33.6,-5.7,63.0,474,-133,42,-173,"6,345",-215,-1.0,372,"1,727","30,479","5,015","3,377",814,41,451,"12,424","7,418","2,258","7,919","5,110","13,238","32,062",39.3,13.5,25.2,9.2,3.0,12.2,Dillon County,SC
288513,-0.8,6.2,21.2,22.1,40.4,13.7,129.5,941,"1,935",-94,"1,615","20,223","1,709",5.0,"1,057","7,560","119,171","8,699","11,068","3,628",315,910,"54,709","11,241","16,869","29,876","23,984","58,337","104,169",22.4,11.6,30.2,15.1,4.0,8.9,Berkeley County,WV
40387,2.4,5.8,39.1,29.8,22.8,0.4,93.9,"29,322","1,557",990,157,"45,375",-833,1.0,"3,232","64,552","415,759","22,030","59,270","11,661","1,399","32,002","188,057","29,506","100,940","58,037","77,251","199,718","384,504",14.8,11.2,29.9,32.5,4.0,7.8,Richland County,SC
139822,0.4,8.0,24.9,20.8,41.6,1.1,108.9,"8,620","1,211",200,491,"107,689",291,-27.0,"4,121","47,604","449,058","31,421","53,753","18,647",747,"8,466","214,165","49,994","77,145","122,789","79,011","232,812","434,972",19.3,10.9,25.5,18.4,0.0,9.2,York County,PA
47560,-0.3,5.5,12.4,15.8,44.2,-5.4,112.6,415,-182,-8,-126,"6,055",-118,-1.0,260,"1,546","23,175","2,687","2,158",594,-55,508,"10,253","3,931","2,116","7,916","4,413","10,847","23,964",28.7,8.8,25.8,11.3,5.0,11.2,Hampshire County,WV
48717,1.2,6.4,39.2,27.8,29.0,7.6,118.7,"8,178","1,491",209,"1,271","26,773","1,062",-6.0,"1,490","28,737","168,937","6,959","25,675","5,303",226,"8,775","77,337","11,229","43,981","27,461","33,782","82,640","161,573",12.2,10.2,30.1,31.1,4.0,8.9,Greene County,OH
338226,0.0,4.3,21.4,27.4,34.8,3.1,98.1,468,200,2,206,"12,267",204,-4.0,676,"4,857","67,580","5,755","9,662","1,417",-2,461,"31,194","8,445","9,832","15,115","15,257","32,611","63,942",24.0,10.0,33.2,13.8,0.0,10.0,Catoosa County,GA
208250,2.1,7.2,20.8,23.1,31.6,-2.3,74.2,"17,712",-165,151,-168,"11,594",-319,4.0,593,"6,724","72,971","6,509","8,479","1,742",-1,"16,708","22,343","9,881","9,701","18,574","11,813","24,085","67,861",26.9,8.1,25.4,18.3,4.0,8.1,Walker County,TX
4884,-0.2,8.3,14.5,14.5,34.5,1.9,80.8,103,56,-2,24,"2,569",26,-1.0,161,749,"12,500","1,899","1,080",379,33,103,"4,182","3,053","1,188","3,379","1,744","4,561","11,591",41.0,15.6,21.2,10.1,1.0,12.9,Bath County,KY
